"","Scenario","Location","Vegetation","Year","Decade","Avg"
"442","SRES B1","Alaska","White Spruce",2082,"2080",151142
"443","SRES B1","Alaska","White Spruce",2083,"2080",150792
"444","SRES B1","Alaska","White Spruce",2084,"2080",150686
"445","SRES B1","Alaska","White Spruce",2085,"2080",151119
"446","SRES B1","Alaska","White Spruce",2086,"2080",148764
"447","SRES B1","Alaska","White Spruce",2087,"2080",149136
"448","SRES B1","Alaska","White Spruce",2088,"2080",149547
"449","SRES B1","Alaska","White Spruce",2089,"2080",150692
"450","SRES B1","Alaska","White Spruce",2090,"2090",147184
"451","SRES B1","Alaska","White Spruce",2091,"2090",146988
"452","SRES B1","Alaska","White Spruce",2092,"2090",147589
"453","SRES B1","Alaska","White Spruce",2093,"2090",148613
"454","SRES B1","Alaska","White Spruce",2094,"2090",149816
"455","SRES B1","Alaska","White Spruce",2095,"2090",151848
"456","SRES B1","Alaska","White Spruce",2096,"2090",152973
"457","SRES B1","Alaska","White Spruce",2097,"2090",153557
"458","SRES B1","Alaska","White Spruce",2098,"2090",152610
"459","SRES B1","Alaska","White Spruce",2099,"2090",152929
"460","SRES B1","Alaska","White Spruce",2100,"2100",154483
"461","SRES B1","Arctic","Black Spruce",2009,"2000",6117
"462","SRES B1","Arctic","Black Spruce",2010,"2010",6120
"463","SRES B1","Arctic","Black Spruce",2011,"2010",6073
"464","SRES B1","Arctic","Black Spruce",2012,"2010",6011
"465","SRES B1","Arctic","Black Spruce",2013,"2010",5964
"466","SRES B1","Arctic","Black Spruce",2014,"2010",5962
"467","SRES B1","Arctic","Black Spruce",2015,"2010",5964
"468","SRES B1","Arctic","Black Spruce",2016,"2010",5851
"469","SRES B1","Arctic","Black Spruce",2017,"2010",5859
"470","SRES B1","Arctic","Black Spruce",2018,"2010",5849
"471","SRES B1","Arctic","Black Spruce",2019,"2010",5871
"472","SRES B1","Arctic","Black Spruce",2020,"2020",5619
"473","SRES B1","Arctic","Black Spruce",2021,"2020",5631
"474","SRES B1","Arctic","Black Spruce",2022,"2020",5643
"475","SRES B1","Arctic","Black Spruce",2023,"2020",5595
"476","SRES B1","Arctic","Black Spruce",2024,"2020",5533
"477","SRES B1","Arctic","Black Spruce",2025,"2020",3575
"478","SRES B1","Arctic","Black Spruce",2026,"2020",3582
"479","SRES B1","Arctic","Black Spruce",2027,"2020",3564
"480","SRES B1","Arctic","Black Spruce",2028,"2020",3539
"481","SRES B1","Arctic","Black Spruce",2029,"2020",3537
"482","SRES B1","Arctic","Black Spruce",2030,"2030",3511
"483","SRES B1","Arctic","Black Spruce",2031,"2030",3548
"484","SRES B1","Arctic","Black Spruce",2032,"2030",3534
"485","SRES B1","Arctic","Black Spruce",2033,"2030",3523
"486","SRES B1","Arctic","Black Spruce",2034,"2030",3555
"487","SRES B1","Arctic","Black Spruce",2035,"2030",3484
"488","SRES B1","Arctic","Black Spruce",2036,"2030",3464
"489","SRES B1","Arctic","Black Spruce",2037,"2030",3441
"490","SRES B1","Arctic","Black Spruce",2038,"2030",3463
"491","SRES B1","Arctic","Black Spruce",2039,"2030",3467
"492","SRES B1","Arctic","Black Spruce",2040,"2040",3464
"493","SRES B1","Arctic","Black Spruce",2041,"2040",3449
"494","SRES B1","Arctic","Black Spruce",2042,"2040",3358
"495","SRES B1","Arctic","Black Spruce",2043,"2040",3417
"496","SRES B1","Arctic","Black Spruce",2044,"2040",3345
"497","SRES B1","Arctic","Black Spruce",2045,"2040",3280
"498","SRES B1","Arctic","Black Spruce",2046,"2040",3338
"499","SRES B1","Arctic","Black Spruce",2047,"2040",3317
"500","SRES B1","Arctic","Black Spruce",2048,"2040",3299
"501","SRES B1","Arctic","Black Spruce",2049,"2040",3033
"502","SRES B1","Arctic","Black Spruce",2050,"2050",3001
"503","SRES B1","Arctic","Black Spruce",2051,"2050",3013
"504","SRES B1","Arctic","Black Spruce",2052,"2050",2998
"505","SRES B1","Arctic","Black Spruce",2053,"2050",3003
"506","SRES B1","Arctic","Black Spruce",2054,"2050",3040
"507","SRES B1","Arctic","Black Spruce",2055,"2050",3018
"508","SRES B1","Arctic","Black Spruce",2056,"2050",3003
"509","SRES B1","Arctic","Black Spruce",2057,"2050",3023
"510","SRES B1","Arctic","Black Spruce",2058,"2050",3039
"511","SRES B1","Arctic","Black Spruce",2059,"2050",3010
"512","SRES B1","Arctic","Black Spruce",2060,"2060",2925
"513","SRES B1","Arctic","Black Spruce",2061,"2060",2908
"514","SRES B1","Arctic","Black Spruce",2062,"2060",2887
"515","SRES B1","Arctic","Black Spruce",2063,"2060",2932
"516","SRES B1","Arctic","Black Spruce",2064,"2060",2895
"517","SRES B1","Arctic","Black Spruce",2065,"2060",2886
"518","SRES B1","Arctic","Black Spruce",2066,"2060",2858
"519","SRES B1","Arctic","Black Spruce",2067,"2060",2873
"520","SRES B1","Arctic","Black Spruce",2068,"2060",2901
"521","SRES B1","Arctic","Black Spruce",2069,"2060",2844
"522","SRES B1","Arctic","Black Spruce",2070,"2070",2860
"523","SRES B1","Arctic","Black Spruce",2071,"2070",2892
"524","SRES B1","Arctic","Black Spruce",2072,"2070",2908
"525","SRES B1","Arctic","Black Spruce",2073,"2070",2924
"526","SRES B1","Arctic","Black Spruce",2074,"2070",2878
"527","SRES B1","Arctic","Black Spruce",2075,"2070",2865
"528","SRES B1","Arctic","Black Spruce",2076,"2070",2811
"529","SRES B1","Arctic","Black Spruce",2077,"2070",2796
"530","SRES B1","Arctic","Black Spruce",2078,"2070",2796
"531","SRES B1","Arctic","Black Spruce",2079,"2070",2867
"532","SRES B1","Arctic","Black Spruce",2080,"2080",2679
"533","SRES B1","Arctic","Black Spruce",2081,"2080",2606
"534","SRES B1","Arctic","Black Spruce",2082,"2080",2648
"535","SRES B1","Arctic","Black Spruce",2083,"2080",2653
"536","SRES B1","Arctic","Black Spruce",2084,"2080",2696
"537","SRES B1","Arctic","Black Spruce",2085,"2080",2689
"538","SRES B1","Arctic","Black Spruce",2086,"2080",2622
"539","SRES B1","Arctic","Black Spruce",2087,"2080",2643
"540","SRES B1","Arctic","Black Spruce",2088,"2080",2640
"541","SRES B1","Arctic","Black Spruce",2089,"2080",2677
"542","SRES B1","Arctic","Black Spruce",2090,"2090",2659
"543","SRES B1","Arctic","Black Spruce",2091,"2090",2672
"544","SRES B1","Arctic","Black Spruce",2092,"2090",2694
"545","SRES B1","Arctic","Black Spruce",2093,"2090",2691
"546","SRES B1","Arctic","Black Spruce",2094,"2090",2688
"547","SRES B1","Arctic","Black Spruce",2095,"2090",2728
"548","SRES B1","Arctic","Black Spruce",2096,"2090",2726
"549","SRES B1","Arctic","Black Spruce",2097,"2090",2709
"550","SRES B1","Arctic","Black Spruce",2098,"2090",2711
"551","SRES B1","Arctic","Black Spruce",2099,"2090",2724
"552","SRES B1","Arctic","Black Spruce",2100,"2100",2771
"553","SRES B1","Arctic","Deciduous",2009,"2000",1754
"554","SRES B1","Arctic","Deciduous",2010,"2010",1834
"555","SRES B1","Arctic","Deciduous",2011,"2010",1792
"556","SRES B1","Arctic","Deciduous",2012,"2010",2043
"557","SRES B1","Arctic","Deciduous",2013,"2010",2047
"558","SRES B1","Arctic","Deciduous",2014,"2010",2009
"559","SRES B1","Arctic","Deciduous",2015,"2010",2066
"560","SRES B1","Arctic","Deciduous",2016,"2010",2316
"561","SRES B1","Arctic","Deciduous",2017,"2010",2334
"562","SRES B1","Arctic","Deciduous",2018,"2010",2388
"563","SRES B1","Arctic","Deciduous",2019,"2010",2362
"564","SRES B1","Arctic","Deciduous",2020,"2020",2833
"565","SRES B1","Arctic","Deciduous",2021,"2020",2846
"566","SRES B1","Arctic","Deciduous",2022,"2020",2819
"567","SRES B1","Arctic","Deciduous",2023,"2020",2984
"568","SRES B1","Arctic","Deciduous",2024,"2020",3157
"569","SRES B1","Arctic","Deciduous",2025,"2020",7757
"570","SRES B1","Arctic","Deciduous",2026,"2020",7972
"571","SRES B1","Arctic","Deciduous",2027,"2020",8052
"572","SRES B1","Arctic","Deciduous",2028,"2020",7876
"573","SRES B1","Arctic","Deciduous",2029,"2020",7964
"574","SRES B1","Arctic","Deciduous",2030,"2030",7852
"575","SRES B1","Arctic","Deciduous",2031,"2030",7829
"576","SRES B1","Arctic","Deciduous",2032,"2030",7933
"577","SRES B1","Arctic","Deciduous",2033,"2030",7912
"578","SRES B1","Arctic","Deciduous",2034,"2030",7792
"579","SRES B1","Arctic","Deciduous",2035,"2030",7779
"580","SRES B1","Arctic","Deciduous",2036,"2030",8213
"581","SRES B1","Arctic","Deciduous",2037,"2030",8284
"582","SRES B1","Arctic","Deciduous",2038,"2030",8204
"583","SRES B1","Arctic","Deciduous",2039,"2030",8150
"584","SRES B1","Arctic","Deciduous",2040,"2040",8215
"585","SRES B1","Arctic","Deciduous",2041,"2040",8116
"586","SRES B1","Arctic","Deciduous",2042,"2040",8286
"587","SRES B1","Arctic","Deciduous",2043,"2040",8216
"588","SRES B1","Arctic","Deciduous",2044,"2040",8491
"589","SRES B1","Arctic","Deciduous",2045,"2040",8427
"590","SRES B1","Arctic","Deciduous",2046,"2040",8480
"591","SRES B1","Arctic","Deciduous",2047,"2040",8625
"592","SRES B1","Arctic","Deciduous",2048,"2040",8389
"593","SRES B1","Arctic","Deciduous",2049,"2040",9330
"594","SRES B1","Arctic","Deciduous",2050,"2050",9212
"595","SRES B1","Arctic","Deciduous",2051,"2050",9355
"596","SRES B1","Arctic","Deciduous",2052,"2050",9437
"597","SRES B1","Arctic","Deciduous",2053,"2050",9339
"598","SRES B1","Arctic","Deciduous",2054,"2050",9462
"599","SRES B1","Arctic","Deciduous",2055,"2050",9411
"600","SRES B1","Arctic","Deciduous",2056,"2050",9281
"601","SRES B1","Arctic","Deciduous",2057,"2050",9361
"602","SRES B1","Arctic","Deciduous",2058,"2050",9320
"603","SRES B1","Arctic","Deciduous",2059,"2050",9633
"604","SRES B1","Arctic","Deciduous",2060,"2060",9632
"605","SRES B1","Arctic","Deciduous",2061,"2060",9691
"606","SRES B1","Arctic","Deciduous",2062,"2060",9672
"607","SRES B1","Arctic","Deciduous",2063,"2060",9735
"608","SRES B1","Arctic","Deciduous",2064,"2060",9802
"609","SRES B1","Arctic","Deciduous",2065,"2060",9830
"610","SRES B1","Arctic","Deciduous",2066,"2060",9715
"611","SRES B1","Arctic","Deciduous",2067,"2060",9774
"612","SRES B1","Arctic","Deciduous",2068,"2060",9784
"613","SRES B1","Arctic","Deciduous",2069,"2060",9762
"614","SRES B1","Arctic","Deciduous",2070,"2070",9813
"615","SRES B1","Arctic","Deciduous",2071,"2070",9891
"616","SRES B1","Arctic","Deciduous",2072,"2070",9797
"617","SRES B1","Arctic","Deciduous",2073,"2070",9898
"618","SRES B1","Arctic","Deciduous",2074,"2070",9938
"619","SRES B1","Arctic","Deciduous",2075,"2070",10063
"620","SRES B1","Arctic","Deciduous",2076,"2070",10162
"621","SRES B1","Arctic","Deciduous",2077,"2070",10397
"622","SRES B1","Arctic","Deciduous",2078,"2070",10216
"623","SRES B1","Arctic","Deciduous",2079,"2070",10256
"624","SRES B1","Arctic","Deciduous",2080,"2080",10584
"625","SRES B1","Arctic","Deciduous",2081,"2080",10768
"626","SRES B1","Arctic","Deciduous",2082,"2080",10702
"627","SRES B1","Arctic","Deciduous",2083,"2080",10812
"628","SRES B1","Arctic","Deciduous",2084,"2080",10822
"629","SRES B1","Arctic","Deciduous",2085,"2080",10742
"630","SRES B1","Arctic","Deciduous",2086,"2080",10958
"631","SRES B1","Arctic","Deciduous",2087,"2080",10991
"632","SRES B1","Arctic","Deciduous",2088,"2080",11024
"633","SRES B1","Arctic","Deciduous",2089,"2080",11016
"634","SRES B1","Arctic","Deciduous",2090,"2090",11016
"635","SRES B1","Arctic","Deciduous",2091,"2090",11026
"636","SRES B1","Arctic","Deciduous",2092,"2090",11040
"637","SRES B1","Arctic","Deciduous",2093,"2090",11171
"638","SRES B1","Arctic","Deciduous",2094,"2090",10902
"639","SRES B1","Arctic","Deciduous",2095,"2090",10979
"640","SRES B1","Arctic","Deciduous",2096,"2090",10905
"641","SRES B1","Arctic","Deciduous",2097,"2090",10875
"642","SRES B1","Arctic","Deciduous",2098,"2090",10980
"643","SRES B1","Arctic","Deciduous",2099,"2090",11021
"644","SRES B1","Arctic","Deciduous",2100,"2100",10998
"645","SRES B1","Arctic","Graminoid Tundra",2009,"2000",116334
"646","SRES B1","Arctic","Graminoid Tundra",2010,"2010",116267
"647","SRES B1","Arctic","Graminoid Tundra",2011,"2010",116186
"648","SRES B1","Arctic","Graminoid Tundra",2012,"2010",116144
"649","SRES B1","Arctic","Graminoid Tundra",2013,"2010",116143
"650","SRES B1","Arctic","Graminoid Tundra",2014,"2010",115602
"651","SRES B1","Arctic","Graminoid Tundra",2015,"2010",115417
"652","SRES B1","Arctic","Graminoid Tundra",2016,"2010",115566
"653","SRES B1","Arctic","Graminoid Tundra",2017,"2010",115571
"654","SRES B1","Arctic","Graminoid Tundra",2018,"2010",115484
"655","SRES B1","Arctic","Graminoid Tundra",2019,"2010",115317
"656","SRES B1","Arctic","Graminoid Tundra",2020,"2020",115549
"657","SRES B1","Arctic","Graminoid Tundra",2021,"2020",115545
"658","SRES B1","Arctic","Graminoid Tundra",2022,"2020",114859
"659","SRES B1","Arctic","Graminoid Tundra",2023,"2020",114810
"660","SRES B1","Arctic","Graminoid Tundra",2024,"2020",113955
"661","SRES B1","Arctic","Graminoid Tundra",2025,"2020",114105
"662","SRES B1","Arctic","Graminoid Tundra",2026,"2020",114160
"663","SRES B1","Arctic","Graminoid Tundra",2027,"2020",114027
"664","SRES B1","Arctic","Graminoid Tundra",2028,"2020",113939
"665","SRES B1","Arctic","Graminoid Tundra",2029,"2020",113839
"666","SRES B1","Arctic","Graminoid Tundra",2030,"2030",113860
"667","SRES B1","Arctic","Graminoid Tundra",2031,"2030",113754
"668","SRES B1","Arctic","Graminoid Tundra",2032,"2030",113696
"669","SRES B1","Arctic","Graminoid Tundra",2033,"2030",113708
"670","SRES B1","Arctic","Graminoid Tundra",2034,"2030",113544
"671","SRES B1","Arctic","Graminoid Tundra",2035,"2030",113326
"672","SRES B1","Arctic","Graminoid Tundra",2036,"2030",113327
"673","SRES B1","Arctic","Graminoid Tundra",2037,"2030",113275
"674","SRES B1","Arctic","Graminoid Tundra",2038,"2030",113065
"675","SRES B1","Arctic","Graminoid Tundra",2039,"2030",112460
"676","SRES B1","Arctic","Graminoid Tundra",2040,"2040",112262
"677","SRES B1","Arctic","Graminoid Tundra",2041,"2040",112093
"678","SRES B1","Arctic","Graminoid Tundra",2042,"2040",112097
"679","SRES B1","Arctic","Graminoid Tundra",2043,"2040",111970
"680","SRES B1","Arctic","Graminoid Tundra",2044,"2040",111615
"681","SRES B1","Arctic","Graminoid Tundra",2045,"2040",111434
"682","SRES B1","Arctic","Graminoid Tundra",2046,"2040",111429
"683","SRES B1","Arctic","Graminoid Tundra",2047,"2040",111324
"684","SRES B1","Arctic","Graminoid Tundra",2048,"2040",110455
"685","SRES B1","Arctic","Graminoid Tundra",2049,"2040",110469
"686","SRES B1","Arctic","Graminoid Tundra",2050,"2050",110318
"687","SRES B1","Arctic","Graminoid Tundra",2051,"2050",110032
"688","SRES B1","Arctic","Graminoid Tundra",2052,"2050",109983
"689","SRES B1","Arctic","Graminoid Tundra",2053,"2050",109911
"690","SRES B1","Arctic","Graminoid Tundra",2054,"2050",109876
"691","SRES B1","Arctic","Graminoid Tundra",2055,"2050",109870
"692","SRES B1","Arctic","Graminoid Tundra",2056,"2050",109743
"693","SRES B1","Arctic","Graminoid Tundra",2057,"2050",109643
"694","SRES B1","Arctic","Graminoid Tundra",2058,"2050",109413
"695","SRES B1","Arctic","Graminoid Tundra",2059,"2050",108882
"696","SRES B1","Arctic","Graminoid Tundra",2060,"2060",108813
"697","SRES B1","Arctic","Graminoid Tundra",2061,"2060",108615
"698","SRES B1","Arctic","Graminoid Tundra",2062,"2060",108074
"699","SRES B1","Arctic","Graminoid Tundra",2063,"2060",107289
"700","SRES B1","Arctic","Graminoid Tundra",2064,"2060",106574
"701","SRES B1","Arctic","Graminoid Tundra",2065,"2060",106611
"702","SRES B1","Arctic","Graminoid Tundra",2066,"2060",106093
"703","SRES B1","Arctic","Graminoid Tundra",2067,"2060",105933
"704","SRES B1","Arctic","Graminoid Tundra",2068,"2060",105842
"705","SRES B1","Arctic","Graminoid Tundra",2069,"2060",105509
"706","SRES B1","Arctic","Graminoid Tundra",2070,"2070",105466
"707","SRES B1","Arctic","Graminoid Tundra",2071,"2070",105390
"708","SRES B1","Arctic","Graminoid Tundra",2072,"2070",105318
"709","SRES B1","Arctic","Graminoid Tundra",2073,"2070",104854
"710","SRES B1","Arctic","Graminoid Tundra",2074,"2070",104691
"711","SRES B1","Arctic","Graminoid Tundra",2075,"2070",104238
"712","SRES B1","Arctic","Graminoid Tundra",2076,"2070",103691
"713","SRES B1","Arctic","Graminoid Tundra",2077,"2070",103549
"714","SRES B1","Arctic","Graminoid Tundra",2078,"2070",103525
"715","SRES B1","Arctic","Graminoid Tundra",2079,"2070",103113
"716","SRES B1","Arctic","Graminoid Tundra",2080,"2080",102662
"717","SRES B1","Arctic","Graminoid Tundra",2081,"2080",102760
"718","SRES B1","Arctic","Graminoid Tundra",2082,"2080",102528
"719","SRES B1","Arctic","Graminoid Tundra",2083,"2080",102461
"720","SRES B1","Arctic","Graminoid Tundra",2084,"2080",101987
"721","SRES B1","Arctic","Graminoid Tundra",2085,"2080",101308
"722","SRES B1","Arctic","Graminoid Tundra",2086,"2080",101145
"723","SRES B1","Arctic","Graminoid Tundra",2087,"2080",101070
"724","SRES B1","Arctic","Graminoid Tundra",2088,"2080",100620
"725","SRES B1","Arctic","Graminoid Tundra",2089,"2080",100538
"726","SRES B1","Arctic","Graminoid Tundra",2090,"2090",100328
"727","SRES B1","Arctic","Graminoid Tundra",2091,"2090",99895
"728","SRES B1","Arctic","Graminoid Tundra",2092,"2090",99202
"729","SRES B1","Arctic","Graminoid Tundra",2093,"2090",98976
"730","SRES B1","Arctic","Graminoid Tundra",2094,"2090",98854
"731","SRES B1","Arctic","Graminoid Tundra",2095,"2090",98617
"732","SRES B1","Arctic","Graminoid Tundra",2096,"2090",98543
"733","SRES B1","Arctic","Graminoid Tundra",2097,"2090",97928
"734","SRES B1","Arctic","Graminoid Tundra",2098,"2090",97830
"735","SRES B1","Arctic","Graminoid Tundra",2099,"2090",97424
"736","SRES B1","Arctic","Graminoid Tundra",2100,"2100",97308
"737","SRES B1","Arctic","Shrub Tundra",2009,"2000",110795
"738","SRES B1","Arctic","Shrub Tundra",2010,"2010",110847
"739","SRES B1","Arctic","Shrub Tundra",2011,"2010",110921
"740","SRES B1","Arctic","Shrub Tundra",2012,"2010",110939
"741","SRES B1","Arctic","Shrub Tundra",2013,"2010",110921
"742","SRES B1","Arctic","Shrub Tundra",2014,"2010",111485
"743","SRES B1","Arctic","Shrub Tundra",2015,"2010",111654
"744","SRES B1","Arctic","Shrub Tundra",2016,"2010",111474
"745","SRES B1","Arctic","Shrub Tundra",2017,"2010",111468
"746","SRES B1","Arctic","Shrub Tundra",2018,"2010",111545
"747","SRES B1","Arctic","Shrub Tundra",2019,"2010",111696
"748","SRES B1","Arctic","Shrub Tundra",2020,"2020",111403
"749","SRES B1","Arctic","Shrub Tundra",2021,"2020",111376
"750","SRES B1","Arctic","Shrub Tundra",2022,"2020",112120
"751","SRES B1","Arctic","Shrub Tundra",2023,"2020",112141
"752","SRES B1","Arctic","Shrub Tundra",2024,"2020",112974
"753","SRES B1","Arctic","Shrub Tundra",2025,"2020",112795
"754","SRES B1","Arctic","Shrub Tundra",2026,"2020",112785
"755","SRES B1","Arctic","Shrub Tundra",2027,"2020",112871
"756","SRES B1","Arctic","Shrub Tundra",2028,"2020",112932
"757","SRES B1","Arctic","Shrub Tundra",2029,"2020",112954
"758","SRES B1","Arctic","Shrub Tundra",2030,"2030",112889
"759","SRES B1","Arctic","Shrub Tundra",2031,"2030",112980
"760","SRES B1","Arctic","Shrub Tundra",2032,"2030",112950
"761","SRES B1","Arctic","Shrub Tundra",2033,"2030",112905
"762","SRES B1","Arctic","Shrub Tundra",2034,"2030",113070
"763","SRES B1","Arctic","Shrub Tundra",2035,"2030",113236
"764","SRES B1","Arctic","Shrub Tundra",2036,"2030",113224
"765","SRES B1","Arctic","Shrub Tundra",2037,"2030",113295
"766","SRES B1","Arctic","Shrub Tundra",2038,"2030",113342
"767","SRES B1","Arctic","Shrub Tundra",2039,"2030",113994
